contract_id,party_a,party_b,effective_date,end_date,governing_law,amount,currency,dpa_present,contact_email,status,review_due_date,risk_level
C-123369,PartyA_186,PartyB_129,2023-09-02,2025-02-14,Delaware,48681.8,USD,y,contact23369@example.com,Active,2024-07-04,LowRisk
C-102218,PartyA_107,PartyB_95,2024-04-01,2026-02-07,Delaware,10795.08,GBP,Y, user2218@bad email .com ,Expired,2024-09-29,HighRisk
C-116487,PartyA_108,PartyB_20,2023-03-04,2022-11-14,Scotland,100987.49, xyz ,N, user16487@bad email .com ,Expired,2023-12-01,HighRisk
C-123817,PartyA_201,PartyB_82,2024-01-29,2024-09-21,Delaware,2494.32,USD,n,,Active,2024-03-15,MediumRisk
C-113345,PartyA_90,PartyB_276,2023-04-01,2022-12-05,New York,27561.05,ZAR,n,contact13345@example.com,Signed,2024-01-13,MediumRisk
C-115909,PartyA_33,PartyB_20,2023-11-09,2025-02-20,England & Wales,75464.91,INR,y,contact15909@example.com,Active,2024-01-14,MediumRisk
C-118879,PartyA_253,PartyB_173,2024-07-10,2024-11-17,New York,160544.21,NGN,y,contact18879@example.com,Active,2025-06-08,MediumRisk
C-117599,PartyA_160,PartyB_216,2023-04-03,2024-11-18,New York,33984.93,INR,n,contact17599@example.com,Expired,2024-03-30,HighRisk
C-112978,PartyA_131,PartyB_151,2023-04-12,2024-12-10,Nigeria,76234.06,USD, ,,Expired,2024-03-10,HighRisk
C-121597,PartyA_245,PartyB_74,2024-07-28,2026-01-01,Nigeria,244616.9,usd,N, user21597@bad email .com ,Expired,2025-04-06,HighRisk
C-122449,PartyA_227,PartyB_206,2023-05-05,2024-08-13,New York,101383.09,USD,n,contact22449@example.com,Expired,2023-10-27,MediumRisk
C-120464,PartyA_299,PartyB_190,2023-07-13,2024-08-05,England & Wales,33906.35,ZAR,n,contact20464@example.com,Expired,2023-08-29,HighRisk
C-121074,PartyA_156,PartyB_164,2024-06-09,2025-10-16,New York,163602.08,ZAR,Y, user21074@bad email .com ,Draft,2025-03-22,MediumRisk
C-121007,PartyA_45,PartyB_96,2024-01-25,2023-09-29,Scotland,17146.52,GBP,Y,contact21007@example.com,Expired,2024-03-24,MediumRisk
C-123844,PartyA_146,PartyB_199,2024-01-10,2025-10-20,England & Wales,141032.63,EUR,Y,,Expired,2024-01-16,HighRisk
C-106065,PartyA_115,PartyB_227,2023-09-29,2024-10-11,Delaware,120306.76,GBP,y,contact6065@example.com,Expired,2024-09-07,MediumRisk
C-111058,PartyA_191,PartyB_194,2023-08-27,2025-06-21,England & Wales,3017.24,ZAR,n, user11058@bad email .com ,Draft,2023-11-15,MediumRisk
C-120171,PartyA_262,PartyB_232,2023-01-12,2023-08-06,Scotland,78343.49,ZAR,y, user20171@bad email .com ,Signed,2023-01-07,MediumRisk
C-116020,PartyA_239,PartyB_111,2023-07-15,2023-04-05,Nigeria,138999.83,ZAR,n,,Expired,2024-02-19,HighRisk
C-117865,PartyA_243,PartyB_95,2024-05-26,2024-09-11,New York,80310.12, xyz ,N,contact17865@example.com,Draft,2024-05-19,MediumRisk
C-119594,PartyA_248,PartyB_280,2024-03-10,2024-12-10,Nigeria,127106.01,INR,Y, user19594@bad email .com ,Active,2024-07-06,MediumRisk
C-113498,PartyA_288,PartyB_32,2023-11-23,2024-07-27,Delaware,238620.98,GBP, ,contact13498@example.com,Signed,2023-11-22,MediumRisk
C-113751,PartyA_248,PartyB_152,2024-04-29,2024-03-08,Nigeria,232897.81,INR,N, user13751@bad email .com ,Draft,2024-12-05,MediumRisk
C-114856,PartyA_202,PartyB_206,2024-03-05,2025-04-03,Delaware,246681.42,ZAR,Y,contact14856@example.com,Expired,2024-07-16,HighRisk
C-106334,PartyA_266,PartyB_7,2023-01-16,2024-11-26,Delaware,84017.33,GBP, ,contact6334@example.com,Expired,2023-11-22,HighRisk
C-104549,PartyA_278,PartyB_290,2024-02-28,2024-01-14,Delaware,134395.04,NGN,n,,Draft,2024-04-23,MediumRisk
C-122428,PartyA_32,PartyB_75,2023-07-20,2024-04-18,Delaware,228759.85,EUR,Y,contact22428@example.com,Expired,2023-11-08,MediumRisk
C-107044,PartyA_208,PartyB_69,2023-10-22,2025-01-05,Delaware,64626.16,EUR,y, user7044@bad email .com ,Draft,2024-04-08,MediumRisk
C-109328,PartyA_229,PartyB_5,2024-02-23,2024-01-18,Scotland,148730.21,GBP,Y,contact9328@example.com,Active,2024-08-09,LowRisk
C-116818,PartyA_173,PartyB_71,2023-01-05,2023-01-22,Nigeria,193380.83,GBP, ,,Active,2023-04-08,MediumRisk
C-112933,PartyA_69,PartyB_151,2024-08-19,2024-07-25,Scotland,165725.83,usd,N,,Expired,2025-02-23,HighRisk
C-122147,PartyA_11,PartyB_219,2023-06-05,2024-08-23,Delaware,141864.0,INR, ,,Active,2024-05-11,HighRisk
C-102354,PartyA_64,PartyB_253,2023-12-05,2024-09-17,Delaware,245107.38,USD, ,contact2354@example.com,Expired,2024-09-15,HighRisk
C-115633,PartyA_300,PartyB_72,2023-04-03,2023-12-10,Scotland,107751.67,usd, , user15633@bad email .com ,Active,2023-08-17,HighRisk
C-112009,PartyA_59,PartyB_118,2024-07-14,2025-11-20,New York,108788.81,usd,n, user12009@bad email .com ,Draft,2025-01-09,MediumRisk
C-122207,PartyA_76,PartyB_75,2024-01-13,2025-03-09,Scotland,87570.62,usd,Y,,Draft,2023-12-14,MediumRisk
C-120885,PartyA_281,PartyB_190,2023-07-09,2024-11-24,Delaware,40420.46, xyz , ,contact20885@example.com,Active,2024-06-28,MediumRisk
C-105327,PartyA_237,PartyB_78,2023-09-12,2025-01-01,Delaware,24958.69,ZAR,n,,Expired,2024-05-29,HighRisk
C-101434,PartyA_10,PartyB_262,2023-08-27,2023-10-02,New York,238650.83,INR,y,contact1434@example.com,Signed,2024-08-22,MediumRisk
C-109877,PartyA_191,PartyB_73,2023-06-03,2023-04-05,England & Wales,1464.3,INR,y,,Expired,2023-12-01,HighRisk
C-120252,PartyA_17,PartyB_179,2024-02-12,2024-04-11,Nigeria,172383.98,USD,N, user20252@bad email .com ,Draft,2024-11-29,MediumRisk
C-100264,PartyA_59,PartyB_179,2023-04-27,2023-09-22,New York,168004.66,INR, , user264@bad email .com ,Signed,2023-09-24,HighRisk
C-108324,PartyA_294,PartyB_203,2023-08-13,2023-09-23,Nigeria,232569.94,USD, , user8324@bad email .com ,Draft,2023-08-23,MediumRisk
C-122656,PartyA_174,PartyB_57,2023-11-03,2023-10-14,England & Wales,187756.61, xyz ,N, user22656@bad email .com ,Signed,2024-06-08,MediumRisk
C-113311,PartyA_221,PartyB_29,2023-10-29,2023-07-25,Scotland,49242.41,INR,n,,Signed,2024-07-30,MediumRisk
C-113491,PartyA_36,PartyB_9,2024-04-29,2025-09-29,New York,92097.82,ZAR,n,contact13491@example.com,Expired,2025-01-21,HighRisk
C-119089,PartyA_37,PartyB_98,2023-12-15,2024-06-11,Scotland,120405.88,ZAR,y,contact19089@example.com,Signed,2024-09-19,MediumRisk
C-104541,PartyA_198,PartyB_252,2023-02-23,2025-02-09,Nigeria,174059.94,GBP,Y, user4541@bad email .com ,Draft,2023-02-12,MediumRisk
C-122529,PartyA_154,PartyB_47,2024-05-19,2025-07-25,England & Wales,117808.56,ZAR, ,contact22529@example.com,Signed,2024-06-30,MediumRisk
C-122017,PartyA_86,PartyB_18,2023-10-17,2025-01-26,England & Wales,83008.35,GBP, , user22017@bad email .com ,Expired,2024-09-26,HighRisk
C-119649,PartyA_152,PartyB_192,2023-08-31,2025-03-26,Nigeria,56422.53,INR,Y,contact19649@example.com,Signed,2024-03-11,MediumRisk
C-106347,PartyA_95,PartyB_217,2023-04-29,2023-10-28,England & Wales,182888.39,GBP,y, user6347@bad email .com ,Signed,2023-06-11,MediumRisk
C-108584,PartyA_53,PartyB_213,2023-07-20,2023-04-22,Scotland,158825.36,INR,Y, user8584@bad email .com ,Signed,2024-07-02,MediumRisk
C-113665,PartyA_35,PartyB_286,2023-01-06,2024-03-10,New York,225027.83,usd,n, user13665@bad email .com ,Signed,2023-11-08,MediumRisk
C-103378,PartyA_136,PartyB_58,2023-02-08,2023-06-21,Nigeria,55384.22, xyz ,N,contact3378@example.com,Signed,2023-06-29,MediumRisk
C-105731,PartyA_136,PartyB_188,2024-02-11,2024-02-09,Delaware,235514.67,NGN, ,contact5731@example.com,Draft,2025-01-24,MediumRisk
C-113372,PartyA_49,PartyB_272,2023-04-02,2023-10-23,New York,130346.6, xyz ,y,contact13372@example.com,Active,2024-01-06,MediumRisk
C-114797,PartyA_133,PartyB_158,2023-11-24,2023-08-07,England & Wales,195164.13,INR, , user14797@bad email .com ,Expired,2024-08-05,HighRisk
C-110969,PartyA_80,PartyB_110,2023-12-01,2025-02-03,New York,122646.39, xyz , ,,Expired,2024-04-15,HighRisk
C-116875,PartyA_252,PartyB_290,2023-01-19,2022-11-14,Delaware,25159.96,EUR,n, user16875@bad email .com ,Draft,2023-03-31,MediumRisk
C-108620,PartyA_79,PartyB_172,2023-02-18,2024-06-22,Scotland,134261.97,EUR,N,contact8620@example.com,Active,2023-08-19,LowRisk
C-101437,PartyA_262,PartyB_199,2024-07-03,2024-03-12,Nigeria,228884.97,ZAR,y,,Draft,2024-08-23,MediumRisk
C-111231,PartyA_62,PartyB_206,2023-01-08,2023-04-29,Delaware,128323.2,USD,n,contact11231@example.com,Signed,2023-02-21,LowRisk
C-119844,PartyA_80,PartyB_161,2023-03-11,2024-11-06,New York,238944.34,USD,y,contact19844@example.com,Signed,2023-12-18,LowRisk
C-107960,PartyA_129,PartyB_183,2023-07-16,2025-03-08,Scotland,159385.23,ZAR,y,,Active,2023-08-30,MediumRisk
C-104419,PartyA_120,PartyB_7,2024-02-06,2025-04-11,Nigeria,171953.25, xyz ,y,contact4419@example.com,Expired,2024-01-25,HighRisk
C-115141,PartyA_68,PartyB_88,2023-11-11,2025-01-19,England & Wales,239292.31, xyz , ,contact15141@example.com,Active,2023-11-14,MediumRisk
C-104692,PartyA_265,PartyB_155,2024-07-29,2025-12-21,Delaware,239641.68,USD, , user4692@bad email .com ,Draft,2025-03-30,MediumRisk
C-111636,PartyA_290,PartyB_100,2023-03-09,2022-12-10,Nigeria,97077.96,GBP,y,,Signed,2023-08-03,MediumRisk
C-111670,PartyA_277,PartyB_227,2024-01-28,2024-06-18,Nigeria,22962.77,EUR,Y,,Active,2024-09-21,MediumRisk
C-107441,PartyA_208,PartyB_37,2023-04-02,2022-12-21,New York,60525.2,NGN,N,,Active,2023-11-20,MediumRisk
C-106255,PartyA_212,PartyB_171,2024-07-12,2025-05-27,Delaware,18396.74,NGN,n,contact6255@example.com,Active,2025-03-15,MediumRisk
C-112696,PartyA_46,PartyB_247,2023-07-06,2025-06-20,New York,159438.84,EUR,Y,,Expired,2023-07-19,HighRisk
C-124925,PartyA_266,PartyB_198,2023-04-05,2024-12-30,New York,124483.45,USD,n,,Active,2023-05-13,MediumRisk
C-124367,PartyA_200,PartyB_196,2023-10-08,2025-08-19,Nigeria,92784.74,USD,N,contact24367@example.com,Active,2024-01-30,LowRisk
C-108594,PartyA_180,PartyB_35,2023-10-04,2024-07-09,Nigeria,149538.42,EUR,n, user8594@bad email .com ,Draft,2023-12-27,MediumRisk
C-123397,PartyA_258,PartyB_127,2023-04-20,2025-03-10,New York,214745.91,NGN, , user23397@bad email .com ,Active,2023-07-17,HighRisk
C-115085,PartyA_190,PartyB_7,2023-05-10,2023-04-01,New York,61860.48,ZAR,N,contact15085@example.com,Signed,2024-02-14,MediumRisk
C-100065,PartyA_208,PartyB_125,2024-05-02,2025-10-25,Delaware,178248.76,GBP,Y, user65@bad email .com ,Expired,2024-09-05,HighRisk
C-119785,PartyA_265,PartyB_195,2023-04-20,2023-11-14,England & Wales,31850.2,GBP,Y,contact19785@example.com,Signed,2023-10-09,LowRisk
C-119565,PartyA_299,PartyB_50,2024-07-22,2025-05-14,England & Wales,178215.05,EUR,Y,,Expired,2025-04-18,HighRisk
C-120287,PartyA_120,PartyB_13,2024-04-19,2024-09-05,Scotland,49699.24,GBP,N, user20287@bad email .com ,Signed,2024-06-03,MediumRisk
C-122474,PartyA_169,PartyB_239,2024-04-29,2024-11-19,Delaware,79730.46,ZAR,n,,Signed,2024-11-30,MediumRisk
C-106185,PartyA_249,PartyB_162,2023-02-09,2024-05-28,England & Wales,108634.02, xyz ,y,,Active,2023-08-12,MediumRisk
C-114832,PartyA_239,PartyB_148,2023-08-23,2024-08-18,England & Wales,126742.7,usd,Y,,Draft,2023-10-11,MediumRisk
C-117283,PartyA_107,PartyB_219,2023-01-09,2022-11-11,Delaware,227942.38,GBP,N, user17283@bad email .com ,Expired,2023-09-10,HighRisk
C-119390,PartyA_117,PartyB_75,2023-04-08,2023-12-30,England & Wales,184169.66,NGN,Y, user19390@bad email .com ,Signed,2023-05-12,MediumRisk
C-120968,PartyA_27,PartyB_12,2024-04-08,2025-01-07,Nigeria,202983.12,INR,Y, user20968@bad email .com ,Signed,2024-11-04,MediumRisk
C-102865,PartyA_239,PartyB_194,2024-08-09,2024-04-21,England & Wales,247854.76, xyz ,n,,Expired,2024-09-21,HighRisk
C-113556,PartyA_226,PartyB_56,2024-03-09,2025-11-10,New York,85486.87,USD,N, user13556@bad email .com ,Expired,2024-05-27,HighRisk
C-120419,PartyA_3,PartyB_295,2023-12-05,2025-09-11,England & Wales,4343.5,NGN,y,,Signed,2024-03-05,MediumRisk
C-118983,PartyA_279,PartyB_14,2024-06-29,2024-06-17,New York,240884.99, xyz , ,,Draft,2024-12-16,HighRisk
C-118275,PartyA_62,PartyB_251,2023-09-21,2024-05-08,Scotland,22160.51,ZAR,N,,Expired,2024-06-10,HighRisk
C-105113,PartyA_36,PartyB_248,2024-05-01,2024-05-21,New York,45926.49,USD,Y, user5113@bad email .com ,Draft,2024-09-24,MediumRisk
C-104408,PartyA_245,PartyB_246,2024-03-05,2025-08-24,Scotland,211652.11,INR,n, user4408@bad email .com ,Expired,2024-07-07,HighRisk
C-113426,PartyA_237,PartyB_228,2024-07-20,2025-06-27,England & Wales,147191.57,NGN, ,,Active,2025-07-19,HighRisk
C-106025,PartyA_254,PartyB_168,2024-01-12,2024-09-16,Scotland,56166.57, xyz ,y,contact6025@example.com,Active,2024-02-18,MediumRisk
C-120344,PartyA_253,PartyB_42,2024-07-30,2024-06-17,Nigeria,79187.65,usd,n,,Draft,2025-03-30,MediumRisk
C-109883,PartyA_216,PartyB_144,2023-10-06,2024-03-28,New York,75307.24,ZAR,Y, user9883@bad email .com ,Signed,2024-02-05,MediumRisk
C-115237,PartyA_58,PartyB_49,2024-06-23,2025-06-22,New York,206495.39,usd,Y,contact15237@example.com,Expired,2025-01-31,HighRisk
C-106890,PartyA_213,PartyB_50,2023-10-12,2024-03-13,Delaware,203806.37,EUR,n,,Draft,2024-02-27,MediumRisk
C-111847,PartyA_88,PartyB_165,2024-03-26,2024-07-10,England & Wales,106453.07,EUR,y, user11847@bad email .com ,Signed,2024-05-11,MediumRisk
C-107512,PartyA_275,PartyB_300,2023-11-27,2024-06-07,Delaware,114665.8,EUR,y,,Expired,2024-06-22,HighRisk
C-101421,PartyA_99,PartyB_142,2024-04-18,2025-08-28,New York,225207.2,ZAR,Y,,Signed,2025-03-18,MediumRisk
C-124060,PartyA_239,PartyB_187,2023-08-18,2024-04-10,New York,179152.29,INR,y,contact24060@example.com,Signed,2023-09-25,MediumRisk
C-114705,PartyA_45,PartyB_272,2023-08-13,2024-03-03,Scotland,88936.69,GBP, ,contact14705@example.com,Active,2023-09-05,MediumRisk
C-124111,PartyA_117,PartyB_218,2024-06-14,2025-10-08,New York,196916.54,INR,y,,Signed,2024-11-22,MediumRisk
C-122506,PartyA_215,PartyB_215,2023-02-07,2024-02-11,England & Wales,242721.65,GBP, ,,Active,2023-02-24,MediumRisk
C-108000,PartyA_16,PartyB_53,2023-12-05,2024-02-04,Delaware,188505.78,USD,n, user8000@bad email .com ,Active,2024-05-15,MediumRisk
C-107102,PartyA_225,PartyB_262,2023-05-21,2025-02-01,New York,143309.03, xyz ,y, user7102@bad email .com ,Signed,2023-05-03,MediumRisk
C-104349,PartyA_59,PartyB_171,2024-06-24,2025-01-06,Delaware,206403.37,ZAR,n, user4349@bad email .com ,Active,2025-01-06,MediumRisk
C-101660,PartyA_111,PartyB_8,2023-09-30,2023-09-05,New York,196116.61,usd,y, user1660@bad email .com ,Active,2024-06-13,MediumRisk
C-100073,PartyA_42,PartyB_81,2024-03-15,2024-09-23,Scotland,142588.74,EUR,N,contact73@example.com,Draft,2024-06-15,LowRisk
C-101843,PartyA_194,PartyB_12,2024-01-15,2025-12-17,England & Wales,148249.11,INR,n,contact1843@example.com,Signed,2024-12-04,MediumRisk
C-100770,PartyA_298,PartyB_290,2023-05-08,2024-04-11,Delaware,75192.32,GBP,n,,Expired,2024-04-07,HighRisk
C-111228,PartyA_55,PartyB_17,2023-01-04,2023-12-21,Delaware,141695.31, xyz ,n,contact11228@example.com,Draft,2023-01-13,MediumRisk
C-121120,PartyA_10,PartyB_25,2024-08-05,2024-05-17,Delaware,117762.9,usd, ,,Draft,2024-10-11,HighRisk
C-115564,PartyA_219,PartyB_244,2023-07-01,2024-11-21,Scotland,104573.59,EUR,N,contact15564@example.com,Draft,2023-12-21,LowRisk
C-101285,PartyA_295,PartyB_174,2024-03-17,2026-03-04,England & Wales,69939.36,USD,y, user1285@bad email .com ,Expired,2024-10-05,HighRisk
C-109436,PartyA_194,PartyB_79,2023-01-27,2023-04-20,Nigeria,136492.15,NGN,y, user9436@bad email .com ,Signed,2023-04-07,MediumRisk
C-119775,PartyA_75,PartyB_208,2024-07-28,2025-11-03,Scotland,38391.3, xyz ,Y, user19775@bad email .com ,Expired,2024-11-12,HighRisk
C-112495,PartyA_216,PartyB_211,2024-05-17,2024-04-20,New York,55192.22,usd,n, user12495@bad email .com ,Signed,2024-04-29,MediumRisk
C-114822,PartyA_210,PartyB_127,2024-07-29,2025-07-14,New York,128951.83,EUR,Y,,Draft,2025-01-12,MediumRisk
C-101941,PartyA_283,PartyB_236,2023-03-31,2024-05-03,England & Wales,88152.01, xyz ,n,contact1941@example.com,Active,2023-03-24,MediumRisk
C-123541,PartyA_154,PartyB_137,2023-04-17,2024-07-08,Delaware,99197.05,GBP,n,contact23541@example.com,Draft,2023-07-10,LowRisk
C-120738,PartyA_203,PartyB_250,2023-09-23,2025-03-19,England & Wales,76028.09, xyz ,y, user20738@bad email .com ,Active,2024-08-28,MediumRisk
C-121877,PartyA_39,PartyB_193,2023-05-05,2024-05-23,Nigeria,248020.69,ZAR, , user21877@bad email .com ,Draft,2023-08-11,HighRisk
C-108265,PartyA_197,PartyB_159,2024-05-05,2024-12-27,Nigeria,93759.66,EUR,N, user8265@bad email .com ,Expired,2024-07-07,HighRisk
C-103397,PartyA_111,PartyB_48,2023-07-04,2025-02-02,Scotland,116264.89,GBP,Y,contact3397@example.com,Draft,2024-03-15,LowRisk
C-113406,PartyA_130,PartyB_289,2023-05-30,2024-07-05,Scotland,90442.85,usd,y,contact13406@example.com,Active,2023-05-01,MediumRisk
C-124115,PartyA_73,PartyB_287,2023-08-17,2024-01-15,New York,144150.28,USD,n,contact24115@example.com,Draft,2023-09-08,LowRisk
C-112384,PartyA_156,PartyB_208,2024-01-13,2024-01-10,Delaware,220853.41,EUR,N, user12384@bad email .com ,Expired,2024-09-16,HighRisk
C-116072,PartyA_102,PartyB_62,2024-05-29,2026-03-10,Nigeria,123379.09,GBP,Y,,Draft,2025-01-02,MediumRisk
C-111823,PartyA_4,PartyB_222,2023-06-25,2024-05-25,Nigeria,240854.16, xyz ,y,,Signed,2023-10-17,MediumRisk
C-117698,PartyA_250,PartyB_93,2023-02-25,2022-11-01,Delaware,73230.93,EUR,N,contact17698@example.com,Signed,2023-02-27,LowRisk
C-109679,PartyA_14,PartyB_98,2023-11-19,2023-08-04,Scotland,58401.25,ZAR,N, user9679@bad email .com ,Draft,2024-08-15,MediumRisk
C-105064,PartyA_159,PartyB_85,2023-01-06,2023-07-25,New York,154445.0,usd, , user5064@bad email .com ,Active,2023-07-12,HighRisk
C-112579,PartyA_271,PartyB_161,2024-01-18,2025-06-19,Scotland,28505.25,GBP,N, user12579@bad email .com ,Signed,2025-01-06,MediumRisk
C-124421,PartyA_158,PartyB_34,2024-08-15,2026-07-06,Scotland,69029.57,usd,Y, user24421@bad email .com ,Active,2024-11-10,MediumRisk
C-114999,PartyA_254,PartyB_109,2024-07-18,2025-11-26,New York,100130.61,GBP,n,,Signed,2024-12-11,MediumRisk
C-104027,PartyA_199,PartyB_294,2023-09-08,2025-07-20,Delaware,247402.77,NGN,N,contact4027@example.com,Expired,2024-02-15,HighRisk
C-110768,PartyA_242,PartyB_51,2023-06-10,2024-06-10,England & Wales,30549.42,EUR,Y,,Active,2024-04-27,MediumRisk
C-121890,PartyA_267,PartyB_60,2023-05-08,2023-11-24,New York,40225.32,GBP, , user21890@bad email .com ,Expired,2023-06-29,HighRisk
C-121913,PartyA_173,PartyB_277,2024-06-20,2025-03-30,Nigeria,231777.3,INR, , user21913@bad email .com ,Expired,2025-06-01,HighRisk
C-108974,PartyA_205,PartyB_106,2023-03-19,2025-01-02,England & Wales,131852.42,ZAR,Y,contact8974@example.com,Draft,2024-01-27,MediumRisk
C-105897,PartyA_152,PartyB_44,2024-03-10,2025-03-19,England & Wales,91504.07,NGN, ,contact5897@example.com,Draft,2024-11-12,MediumRisk
C-119424,PartyA_38,PartyB_194,2023-11-01,2024-08-30,Scotland,111249.33, xyz ,n, user19424@bad email .com ,Active,2024-09-08,MediumRisk
C-103963,PartyA_123,PartyB_266,2024-03-20,2024-02-04,Nigeria,117124.09,GBP,y,,Active,2024-03-06,MediumRisk
C-103937,PartyA_119,PartyB_211,2024-03-10,2025-06-23,New York,147460.21,INR, , user3937@bad email .com ,Expired,2024-06-14,HighRisk
C-115478,PartyA_2,PartyB_39,2023-10-31,2024-07-16,Delaware,16960.99,EUR,y, user15478@bad email .com ,Active,2024-10-26,MediumRisk
C-118526,PartyA_6,PartyB_166,2023-06-21,2024-12-01,Delaware,178174.45,EUR,n,,Signed,2024-03-28,MediumRisk
C-116418,PartyA_167,PartyB_158,2023-02-19,2023-02-17,Delaware,205588.35,usd,N,,Expired,2023-11-09,HighRisk
C-101110,PartyA_246,PartyB_63,2023-10-17,2023-08-02,Scotland,79217.34,NGN,y,,Signed,2024-08-18,MediumRisk
C-104414,PartyA_138,PartyB_61,2023-02-25,2023-06-10,Nigeria,108932.82,GBP,y, user4414@bad email .com ,Active,2023-03-28,MediumRisk
C-122108,PartyA_59,PartyB_207,2024-07-28,2024-07-08,Delaware,151978.74, xyz ,y,,Draft,2025-01-14,MediumRisk
C-109793,PartyA_79,PartyB_186,2023-07-09,2023-08-15,England & Wales,107287.0,ZAR,N,contact9793@example.com,Signed,2024-06-16,MediumRisk
C-123816,PartyA_68,PartyB_131,2023-08-29,2023-09-18,Delaware,157919.9,USD,n,contact23816@example.com,Draft,2023-10-25,LowRisk
C-115150,PartyA_203,PartyB_277,2024-01-24,2024-05-04,Scotland,97662.12, xyz ,y,contact15150@example.com,Signed,2024-02-18,MediumRisk
C-110017,PartyA_161,PartyB_64,2023-08-08,2024-08-01,Nigeria,52748.99, xyz ,n, user10017@bad email .com ,Signed,2024-07-21,MediumRisk
C-103146,PartyA_88,PartyB_268,2023-01-30,2023-03-20,Scotland,157491.21,USD,y,,Active,2023-12-26,MediumRisk
C-101377,PartyA_275,PartyB_185,2024-05-17,2025-10-06,Scotland,63260.54, xyz ,n,,Signed,2024-08-09,MediumRisk
C-118109,PartyA_36,PartyB_112,2023-12-31,2024-02-27,Scotland,128225.08,USD,N,,Expired,2024-05-13,HighRisk
C-121551,PartyA_11,PartyB_32,2023-05-27,2023-11-28,Nigeria,62549.07,GBP,N, user21551@bad email .com ,Draft,2023-12-02,MediumRisk
C-107507,PartyA_255,PartyB_270,2023-01-16,2023-06-01,Delaware,81365.09,GBP,n,,Draft,2024-01-01,MediumRisk
C-100144,PartyA_40,PartyB_152,2023-07-04,2023-10-11,Scotland,86091.35,NGN,N, user144@bad email .com ,Expired,2023-07-25,HighRisk
C-110767,PartyA_155,PartyB_196,2023-07-12,2025-03-23,Scotland,57864.42,EUR,N,,Expired,2024-07-07,HighRisk
C-106192,PartyA_250,PartyB_56,2023-09-19,2025-04-23,New York,89835.56,usd,y,contact6192@example.com,Active,2024-02-15,MediumRisk
C-109990,PartyA_66,PartyB_107,2023-09-20,2024-01-09,England & Wales,33832.14, xyz ,Y,,Draft,2024-08-26,MediumRisk
C-103514,PartyA_4,PartyB_44,2024-08-07,2025-11-26,England & Wales,227711.62,EUR,y, user3514@bad email .com ,Draft,2024-10-26,MediumRisk
C-124149,PartyA_30,PartyB_52,2024-04-23,2024-04-12,England & Wales,86316.91,NGN,N,,Signed,2024-05-09,MediumRisk
C-107272,PartyA_294,PartyB_281,2023-01-12,2024-07-13,Scotland,32559.8,GBP,y,,Signed,2023-01-05,MediumRisk
C-106071,PartyA_230,PartyB_134,2023-11-04,2025-09-13,England & Wales,225051.22,INR,Y,,Draft,2024-05-25,MediumRisk
C-118232,PartyA_20,PartyB_240,2023-10-22,2025-08-16,Nigeria,51872.24,NGN, ,contact18232@example.com,Expired,2024-03-01,HighRisk
C-119598,PartyA_161,PartyB_194,2023-01-27,2023-02-12,England & Wales,94604.76,ZAR,y, user19598@bad email .com ,Signed,2023-04-09,MediumRisk
C-119936,PartyA_44,PartyB_271,2024-01-02,2025-06-11,Delaware,169338.13, xyz ,y, user19936@bad email .com ,Draft,2024-03-07,MediumRisk
C-112462,PartyA_59,PartyB_242,2024-06-21,2026-05-29,Delaware,2685.22,INR,n, user12462@bad email .com ,Expired,2024-09-06,HighRisk
C-101203,PartyA_176,PartyB_258,2023-06-09,2024-08-12,Delaware,142609.11,usd,y,,Expired,2024-02-16,HighRisk
C-117880,PartyA_104,PartyB_281,2024-05-29,2025-03-13,Delaware,96614.26,EUR,n, user17880@bad email .com ,Draft,2024-11-19,MediumRisk
C-101830,PartyA_23,PartyB_60,2024-06-13,2025-07-25,Scotland,231114.29,NGN,N,,Active,2024-05-21,MediumRisk
C-109691,PartyA_284,PartyB_106,2023-09-19,2024-08-29,New York,141950.49,NGN, , user9691@bad email .com ,Expired,2024-07-31,HighRisk
C-104181,PartyA_79,PartyB_200,2023-12-25,2025-01-02,Delaware,230503.48,EUR, ,contact4181@example.com,Signed,2024-06-15,MediumRisk
C-120345,PartyA_182,PartyB_115,2024-03-12,2024-08-30,Delaware,2235.82,GBP, , user20345@bad email .com ,Expired,2024-04-02,HighRisk
C-109411,PartyA_110,PartyB_262,2024-07-13,2024-05-23,England & Wales,205677.65,INR, ,,Expired,2025-05-26,HighRisk
C-117971,PartyA_136,PartyB_50,2024-08-16,2025-09-02,England & Wales,174776.28,ZAR,n, user17971@bad email .com ,Expired,2024-07-21,HighRisk
C-105957,PartyA_33,PartyB_273,2024-06-20,2025-05-13,England & Wales,208603.57,NGN,N, user5957@bad email .com ,Signed,2024-07-04,MediumRisk
C-122799,PartyA_74,PartyB_60,2023-05-20,2023-12-13,Delaware,158983.5,USD,Y, user22799@bad email .com ,Expired,2023-07-07,HighRisk
C-110240,PartyA_189,PartyB_99,2023-12-17,2025-03-16,England & Wales,53251.32,usd,n,contact10240@example.com,Draft,2024-06-29,MediumRisk
C-117372,PartyA_178,PartyB_202,2023-03-24,2023-01-19,Scotland,121406.24,usd, ,,Signed,2023-10-28,HighRisk
C-116245,PartyA_212,PartyB_232,2023-02-21,2023-03-29,Scotland,196398.65, xyz ,Y,,Expired,2023-05-16,HighRisk
